repo,file,total_ccn,max_ccn,function_count,total_nloc,n_revs,hotspot_score
posx-mokobara-backend,src/workflows/order-detail/steps/confirm-order-detail-step.ts,198,82,25,941,92,18216
posx-eume-store,src/components/app/product/cart-panel.tsx,330,103,50,872,48,15840
posx-mokobara-store,src/pages/exchanges/details.tsx,366,45,114,1411,37,13542
posx-mokobara-store,src/pages/inventory/mark-inventory.tsx,272,19,103,727,49,13328
posx-eume-store,src/components/app/home/index.tsx,291,59,47,738,41,11931
posx-eume-store,src/pages/exchanges/details.tsx,302,21,97,1143,39,11778
posx-mokobara-store,src/pages/products/details.tsx,374,61,118,1051,31,11594
posx-eume-store,src/pages/products/details.tsx,398,106,117,1277,28,11144
posx-comet-store,src/pages/products/details.tsx,262,107,61,788,41,10742
posx-frido-store,src/pages/online-orders/details/customer-details.tsx,370,93,48,1356,27,9990
posx-mokobara-store,src/pages/orders/details/customer-details.tsx,329,67,51,912,26,8554
posx-frido-store,src/pages/products/details.tsx,266,18,74,652,32,8512
posx-ugaoo-store,src/components/app/product/cart-panel.tsx,229,18,57,679,37,8473
posx-mokobara-backend,src/modules/pdf-client/service.ts,231,79,44,1050,35,8085
posx-ugaoo-backend,src/lib/helpers/build-summary.ts,255,34,69,879,31,7905
posx-mokobara-store,src/pages/returns/details.tsx,256,58,68,881,29,7424
posx-eume-backend,src/modules/pdf-client/service.ts,190,87,36,746,39,7410
posx-ugaoo-store,src/pages/exchanges/details.tsx,382,31,128,1301,19,7258
posx-eume-backend,src/workflows/exports/steps/generate-order-export-csv-step.ts,185,105,25,519,39,7215
posx-mokobara-store,src/components/app/product/AddToCartModal.tsx,238,16,76,684,30,7140
posx-eume-store,src/pages/online-orders/details/customer-details.tsx,383,95,53,1300,18,6894
posx-mokobara-store,src/components/app/product/cart-panel.tsx,143,55,26,387,48,6864
posx-comet-store,src/pages/online-orders/details/customer-details.tsx,284,88,70,1018,24,6816
posx-ugaoo-store,src/pages/cms/index.tsx,284,19,127,1065,22,6248
posx-eume-backend,src/modules/unicommerce/service.ts,283,16,51,1446,22,6226
posx-eume-backend,src/lib/helpers/build-summary.ts,125,28,33,418,46,5750
posx-mokobara-backend,src/lib/helpers/build-summary.ts,112,39,22,394,51,5712
posx-frido-backend,src/modules/unicommerce/service.ts,271,18,45,1227,21,5691
posx-ugaoo-store,src/pages/products/details.tsx,310,61,90,1055,18,5580
posx-comet-backend,src/modules/unicommerce/service.ts,157,16,33,939,35,5495
posx-comet-store,src/pages/returns/details.tsx,138,17,51,678,38,5244
posx-frido-store,src/components/app/product/AddToCartModal.tsx,202,17,53,448,23,4646
posx-mokobara-backend,src/workflows/order-detail/steps/create-order-detail-step.ts,109,60,15,386,41,4469
posx-frido-b2b-backend,src/jobs/inventory-snapshot.ts,250,229,17,916,17,4250
posx-eume-backend,src/workflows/order-detail/steps/create-order-detail-step.ts,107,68,17,505,39,4173
posx-eume-backend,src/workflows/online-order/steps/create-online-order-step.ts,106,71,17,511,38,4028
posx-mokobara-admin,src/routes/employees/employee-edit/components/edit-employee-form/edit-employee-form.tsx,161,32,31,288,25,4025
posx-comet-backend,src/workflows/payment-detail/steps/create-payment-detail.ts,110,89,12,679,36,3960
posx-ugaoo-backend,src/workflows/order-detail/steps/confirm-order-detail-step.ts,198,140,32,978,20,3960
posx-frido-b2b-store,src/pages/online-orders/details/customer-details.tsx,354,95,48,1185,11,3894
posx-mokobara-store,src/components/app/inventory/mark-inventory/line-item-card.tsx,167,50,48,385,23,3841
posx-ugaoo-backend,src/workflows/order-detail/steps/create-order-from-cart-step.ts,116,106,8,303,33,3828
posx-frido-store,src/components/app/product/cart-panel.tsx,106,27,27,769,36,3816
posx-eume-store,src/pages/returns/details.tsx,109,11,40,485,35,3815
posx-ugaoo-store,src/pages/returns/details.tsx,171,30,57,807,22,3762
posx-comet-store,src/pages/exchanges/details.tsx,125,16,48,573,30,3750
posx-mokobara-backend,src/modules/unicommerce/service.ts,286,16,51,1438,13,3718
posx-mokobara-store,src/components/app/order/order-details.tsx,161,56,17,438,23,3703
posx-mokobara-backend,src/modules/store-inventory/service.ts,105,19,31,193,35,3675
posx-eume-store,src/components/app/product/AddToCartModal.tsx,224,11,76,638,16,3584
posx-ugaoo-store,src/components/app/product/AddToCartModal.tsx,222,11,65,604,16,3552
posx-ugaoo-backend,src/modules/pdf-client/service.ts,225,88,52,903,15,3375
posx-comet-store,src/components/app/home/index.tsx,63,18,18,171,53,3339
posx-frido-backend,src/workflows/online-order/steps/confirm-online-order-step.ts,83,60,12,611,39,3237
posx-mokobara-backend,src/modules/custom-cart/service.ts,76,28,13,239,40,3040
posx-frido-backend,src/workflows/order-detail/steps/create-order-detail-step.ts,90,51,20,477,33,2970
posx-mokobara-store,src/store/apis/inventory.request.ts,95,17,41,369,31,2945
posx-mokobara-backend,src/workflows/payment-detail/steps/create-payment-detail.ts,101,99,3,643,29,2929
posx-comet-backend,src/workflows/online-order/steps/confirm-online-order-step.ts,84,57,13,571,34,2856
posx-frido-backend,src/api/adsr/order-payment/route.ts,77,29,26,382,36,2772
posx-mokobara-backend,src/workflows/exports/steps/generate-order-export-csv-step.ts,148,53,15,361,18,2664
posx-comet-backend,src/modules/pdf-client/service.ts,70,21,22,621,37,2590
posx-ugaoo-backend,src/workflows/exports/steps/stream-order-export-to-s3-step.ts,107,84,12,281,24,2568
posx-frido-store,src/components/app/home/index.tsx,102,25,22,497,25,2550
posx-mokobara-store,src/components/app/product/cart-checkout.tsx,102,14,36,455,25,2550
posx-mokobara-backend,src/api/admin/cart/route.ts,38,30,5,316,67,2546
posx-mokobara-backend,src/modules/gift-voucher/service.ts,114,29,24,188,22,2508
posx-comet-admin,src/providers/router-provider/route-map.tsx,86,1,86,595,29,2494
posx-mokobara-backend,src/workflows/cart/workflows/add-to-cart.ts,56,8,20,197,44,2464
posx-mokobara-store,src/components/exchange/OrderProductCard.tsx,151,104,22,541,16,2416
posx-ugaoo-store,src/pages/orders/details/customer-details.tsx,169,78,23,368,14,2366
posx-frido-backend,src/workflows/online-order/steps/create-online-order-step.ts,67,40,15,410,35,2345
posx-frido-store,src/components/app/fallback-order/fallback-order-form.tsx,260,58,95,1578,9,2340
posx-mokobara-admin,src/providers/router-provider/route-map.tsx,86,1,86,827,27,2322
posx-eume-backend,src/workflows/order-detail/steps/confirm-order-detail-step.ts,57,41,11,389,39,2223
posx-mokobara-backend,src/workflows/unicommerce/workflows/get-sale-order.ts,117,82,13,233,19,2223
posx-ugaoo-store,src/components/app/order/steps/customer-details/index.tsx,123,19,45,470,18,2214
posx-mokobara-backend,src/workflows/order-detail/steps/create-exchange-order-detail-step-v2.ts,75,41,10,341,29,2175
posx-mokobara-backend,src/modules/sales-report/service.ts,60,15,19,72,36,2160
posx-mokobara-backend,src/types/validators/cart.ts,63,58,2,171,34,2142
posx-eume-backend,src/workflows/order-return-and-exchange/workflows/confirm-exchange-order-v2.ts,59,13,30,366,36,2124
posx-eume-store,src/store/middlewares/cart.middleware.ts,96,9,43,407,22,2112
posx-mokobara-backend,src/workflows/online-cart/steps/add-to-online-cart-step.ts,54,51,4,125,38,2052
posx-eume-store,src/store/reducers/cart.reducer.ts,81,9,50,321,25,2025
posx-ugaoo-admin,src/providers/router-provider/route-map.tsx,83,1,83,863,24,1992
posx-frido-backend,src/modules/pdf-client/service.ts,99,23,27,783,20,1980
posx-mokobara-admin,src/routes/reports/category-sales/components/category-sales-metrics.tsx,113,12,31,316,17,1921
posx-frido-backend,src/workflows/exports/steps/generate-order-export-csv-step.ts,87,56,8,256,22,1914
posx-comet-store,src/components/primitives/date-time-picker.tsx,211,49,62,792,9,1899
posx-mokobara-backend,src/lib/shopify/client.ts,126,36,21,704,15,1890
posx-ugaoo-admin,src/routes/order-details/order-list/components/order-report-grid.tsx,98,31,27,429,19,1862
posx-eume-store,src/store/apis/online-cart.request.ts,70,5,25,337,26,1820
posx-eume-store,src/store/reducers/online-cart.reducer.ts,75,9,51,307,24,1800
posx-frido-b2b-store,src/pages/quick-order/index.tsx,359,32,124,901,5,1795
posx-mokobara-backend,src/lib/helpers/cart/transform.ts,46,24,4,91,39,1794
posx-mokobara-admin,src/routes/store-details/store-edit/components/edit-store-form.tsx,112,48,8,212,16,1792
posx-frido-mobility-store,src/pages/online-orders/details/customer-details.tsx,358,90,46,1284,5,1790
posx-mokobara-backend,src/workflows/inventory/steps/scan-and-update-rfid-mappings-step.ts,81,59,7,289,22,1782
posx-eume-store,src/pages/orders/details/customer-details.tsx,127,67,15,235,14,1778
posx-mokobara-backend,src/workflows/order-return-and-exchange/workflows/confirm-exchange-order-v2.ts,71,8,32,356,25,1775
posx-eume-admin,src/routes/store-details/store-edit/components/edit-store-form.tsx,117,50,7,201,15,1755
posx-ugaoo-backend,src/workflows/order-return-and-exchange/workflows/confirm-exchange-order-v2.ts,74,10,31,407,23,1702
posx-mokobara-backend,src/workflows/inventory/helpers/inventory-lifecycle-helper.ts,141,107,19,317,12,1692
posx-frido-b2b-backend,src/workflows/pos-inventory/steps/batch-update-inventory-step.ts,159,136,6,541,10,1590
posx-ugaoo-backend,src/workflows/exports/steps/stream-payment-export-to-s3-step.ts,63,24,15,273,25,1575
posx-comet-store,src/components/app/payments/shared/order-transactions-table.tsx,68,24,20,259,23,1564
posx-eume-backend,src/workflows/online-order/steps/confirm-online-order-step.ts,60,43,12,468,26,1560
posx-mokobara-store,src/pages/orders/details/order-details.tsx,67,43,11,312,23,1541
posx-frido-admin,src/providers/router-provider/route-map.tsx,77,1,77,365,20,1540
posx-mokobara-backend,src/workflows/order-detail/steps/transform-cart-to-order-input-step.ts,48,26,4,89,32,1536
posx-eume-backend,src/workflows/payment-detail/steps/create-payment-detail.ts,72,70,3,558,21,1512
posx-mokobara-backend,src/modules/offer-engine/helpers/calculator.ts,100,12,27,309,15,1500
posx-mokobara-store,src/components/app/customer/customer-login/index.tsx,75,15,28,280,20,1500
posx-mokobara-store,src/store/apis/order.request.ts,93,6,48,361,16,1488
posx-mokobara-admin,src/routes/employees/employee-create/components/basic-info-create-form/basic-info-create-form.tsx,78,19,22,193,19,1482
posx-mokobara-store,src/components/primitives/date-time-picker.tsx,246,60,62,852,6,1476
posx-eume-store,src/store/apis/cart.request.ts,67,5,22,250,22,1474
posx-mokobara-admin,src/routes/reports/employee-performance/components/employee-performance-metrics.tsx,67,16,16,340,22,1474
posx-eume-backend,src/workflows/order-return-and-exchange/workflows/confirm-return-order-v2.ts,37,9,18,210,39,1443
posx-comet-store,src/pages/orders/index.tsx,36,6,23,288,40,1440
posx-frido-mobility-store,src/components/app/product/AddToCartModal.tsx,199,15,53,455,7,1393
posx-frido-mobility-store,src/pages/products/details.tsx,231,21,71,591,6,1386
posx-frido-b2b-store,src/components/app/product/AddToCartModal.tsx,172,15,48,347,8,1376
posx-mokobara-backend,src/workflows/cart/steps/add-to-cart-step.ts,49,46,4,97,28,1372
posx-mokobara-admin,src/routes/gift-vouchers/components/issue-batch-dialog.tsx,105,35,14,313,13,1365
posx-mokobara-backend,src/workflows/inventory/steps/ean-inward-step.ts,96,62,11,312,14,1344
posx-mokobara-store,src/components/app/product/cart-product-card.tsx,112,28,40,270,12,1344
posx-mokobara-store,src/components/layouts/app/sidebar.tsx,64,8,23,209,21,1344
posx-ugaoo-store,src/components/app/product/online-cart-card.tsx,79,37,19,244,17,1343
posx-mokobara-backend,src/scripts/migrate_orders.py,267,64,47,1066,5,1335
posx-comet-backend,src/workflows/payment-detail/steps/verify-payment-details-step.ts,74,63,4,314,18,1332
posx-mokobara-clearance-backend,src/modules/pdf-client/service.ts,222,69,43,1402,6,1332
posx-frido-backend,src/workflows/payment-detail/steps/create-payment-detail.ts,66,63,4,454,20,1320
posx-mokobara-store,src/store/reducers/inventory.reducer.ts,69,11,41,186,19,1311
posx-comet-backend,src/workflows/payment-detail/steps/cancel-payment-details-step.ts,48,45,3,223,27,1296
posx-mokobara-store,tests/e2e/exchangeflow/exchangeflow.spec.js,216,21,104,638,6,1296
posx-ugaoo-admin,src/routes/store-coupons/coupon-edit/components/edit-coupon-form.tsx,99,39,13,276,13,1287
posx-frido-backend,src/api/shopify/webhooks/order/updated/route.ts,61,45,9,235,21,1281
posx-comet-store,src/pages/orders/details/order-details.tsx,31,18,8,163,41,1271
posx-frido-backend,src/subscribers/order-detail-order-confirmed.ts,43,30,7,242,29,1247
posx-frido-b2b-store,src/pages/products/details.tsx,176,15,57,418,7,1232
posx-frido-store,src/pages/orders/details/customer-details.tsx,123,55,15,319,10,1230
posx-frido-admin,src/routes/store-details/store-edit/components/edit-store-form.tsx,102,43,8,212,12,1224
posx-comet-store,src/libs/configs/protected-routes.ts,33,1,33,36,37,1221
posx-mokobara-backend,integration-tests/http/gift-voucher-redemption.spec.ts,80,13,63,765,15,1200
posx-comet-backend,src/workflows/order-detail/steps/confirm-order-detail-step.ts,23,5,12,85,52,1196
posx-eume-backend,src/types/validators/cart.ts,46,46,1,109,26,1196
posx-frido-store,src/libs/online-orders.ts,41,34,2,103,29,1189
posx-frido-backend,src/workflows/payment-detail/steps/verify-payment-details-step.ts,74,71,4,334,16,1184
posx-eume-backend,src/lib/helpers/discount-pin/email-template.ts,98,25,28,294,12,1176
posx-frido-admin,src/routes/order-details/order-list/components/store-report-table.tsx,51,16,18,216,23,1173
posx-mokobara-backend,src/workflows/order-detail/steps/confirm-order-detail-step-v2.ts,195,85,34,858,6,1170
posx-mokobara-store,src/store/apis/cart.request.ts,89,11,31,274,13,1157
posx-eume-backend,src/api/adsr/order-payment/route.ts,72,25,21,335,16,1152
posx-mokobara-admin,src/routes/reports/ccn-report/ccn-report.tsx,96,19,24,271,12,1152
posx-comet-backend,src/workflows/exports/steps/generate-order-export-csv-step.ts,54,46,6,195,21,1134
posx-comet-admin,src/routes/campaign-coupons/coupon-create/components/product-selection/product-selection.tsx,102,16,45,591,11,1122
posx-comet-backend,src/workflows/order-detail/steps/create-order-detail-step.ts,35,14,14,315,32,1120
posx-frido-b2b-store,src/pages/online-orders/details/payment-details.tsx,112,26,30,348,10,1120
posx-frido-backend,src/subscribers/order-detail-online-order-confirmed.ts,43,30,7,235,26,1118
posx-mokobara-store,tests/e2e/retailflow/retailflow.spec.js,139,21,69,516,8,1112
posx-mokobara-admin,src/routes/gift-vouchers/components/batch-detail-drawer.tsx,73,23,23,307,15,1095
posx-comet-store,src/components/app/orders/orders-table.tsx,39,14,11,216,28,1092
posx-ugaoo-backend,src/lib/helpers/export-amounts.ts,78,20,15,221,14,1092
posx-frido-store,src/components/app/payments/shared/order-transactions-table.tsx,68,33,23,305,16,1088
posx-comet-backend,src/workflows/payment-detail/steps/create-refund-payment-step.ts,40,32,5,209,27,1080
posx-ugaoo-backend,src/lib/adsr/order-payment.ts,77,7,38,283,14,1078
posx-mokobara-store,src/components/app/cash-drawer/close-drawer-dialog.tsx,67,11,23,313,16,1072
posx-eume-store,src/components/app/product/approval-modal.tsx,63,8,19,163,17,1071
posx-frido-admin,src/hooks/api/order-details.tsx,63,26,16,227,17,1071
posx-ugaoo-backend,src/workflows/order-detail/steps/create-order-detail-step.ts,82,40,19,510,13,1066
posx-ugaoo-store,src/store/middlewares/cart.middleware.ts,59,5,46,217,18,1062
posx-ugaoo-admin,src/hooks/api/store-details.tsx,88,17,33,288,12,1056
posx-ugaoo-store,src/components/primitives/date-time-picker.tsx,211,50,61,789,5,1055
posx-frido-store,src/store/apis/online-cart.request.ts,75,5,26,289,14,1050
posx-ugaoo-backend,src/workflows/payment-detail/steps/create-payment-detail.ts,70,69,2,486,15,1050
posx-ugaoo-backend,src/modules/order-detail/service.ts,30,8,12,94,35,1050
posx-mokobara-store,src/components/app/payments/shared/order-transactions-table.tsx,65,38,14,212,16,1040
posx-ugaoo-admin,src/routes/gst-info/gst-info-list/gst-info-list.tsx,80,14,31,436,13,1040
posx-comet-store,src/libs/pathbuilder.ts,43,1,43,129,24,1032
